order_id,order_date,category,region,customer_segment,price,quantity,total_value
1715,2025-02-23,B,South,retail,20.44,2,40.88
1716,2025-12-07,C,East,business,21.08,3,63.24
1717,2025-02-15,A,West,business,31.48,3,94.44
1718,2025-08-12,A,South,retail,23.82,4,95.28
1719,2025-05-03,A,South,retail,26.81,3,80.43
1720,2025-11-27,C,South,retail,11.57,2,23.14
1721,2025-03-14,B,East,business,16.16,2,32.32
1722,2025-11-22,C,West,retail,11.31,1,11.31
1723,2025-04-08,A,North,business,49.08,2,98.16
1724,2025-07-02,A,East,retail,22.42,3,67.26
1725,2025-02-15,A,North,retail,41.44,1,41.44
1726,2025-11-25,B,North,business,20.04,5,100.2
1727,2025-02-03,B,South,retail,14.1,4,56.4
1728,2025-07-01,A,South,retail,21.11,2,42.22
1729,2025-08-05,A,West,retail,31.25,2,62.5
1730,2025-08-19,C,South,retail,13.13,1,13.13
1731,2025-09-20,A,South,retail,36.11,1,36.11
1732,2025-07-03,A,South,retail,43.47,1,43.47
1733,2025-11-26,A,West,retail,35.24,1,35.24
1734,2025-09-04,A,South,retail,29.05,2,58.1
1735,2025-02-20,D,North,retail,5.69,1,5.69
1736,2025-04-09,C,East,business,8.49,3,25.47
1737,2025-09-11,B,North,business,18.97,5,94.85
1738,2025-12-16,A,West,business,44.38,2,88.76
1739,2025-09-11,A,West,business,30.39,2,60.78
1740,2025-02-17,A,South,retail,33.86,2,67.72
1741,2025-08-06,A,North,retail,29.47,2,58.94
1742,2025-01-07,A,West,retail,27.65,2,55.3
1743,2025-10-11,A,South,retail,31.74,2,63.48
1744,2025-10-04,B,North,retail,16.81,3,50.43
1745,2025-02-10,A,East,retail,28.23,2,56.46
1746,2025-06-09,A,East,retail,23.17,2,46.34
1747,2025-06-01,C,South,business,8.65,3,25.95
1748,2025-12-20,A,West,retail,44.56,2,89.12
1749,2025-03-08,A,West,retail,32.22,2,64.44
1750,2025-12-10,C,North,retail,14.34,2,28.68
1751,2025-08-28,A,North,business,41.53,3,124.59
1752,2025-04-18,A,East,retail,42.96,4,171.84
1753,2025-09-07,A,South,retail,22.51,2,45.02
1754,2025-11-01,B,South,business,24.43,4,97.72
1755,2025-04-16,B,South,retail,27.94,1,27.94
1756,2025-11-05,A,East,retail,26.44,2,52.88
1757,2025-09-26,A,West,retail,31.96,3,95.88
1758,2025-12-06,A,North,business,47.84,7,334.88
1759,2025-05-25,A,East,business,27.24,4,108.96
1760,2025-10-12,A,North,business,37.63,8,301.04
1761,2025-06-23,C,North,retail,8.37,2,16.74
1762,2025-11-08,C,South,retail,25.04,2,50.08
1763,2025-05-15,A,North,retail,17.71,3,53.13
1764,2025-11-04,A,West,retail,36.64,3,109.92
1765,2025-01-19,B,North,retail,13.11,2,26.22
1766,2025-06-21,B,North,business,17.74,3,53.22
1767,2025-12-26,A,East,retail,34.38,1,34.38
1768,2025-05-20,B,South,retail,19.28,2,38.56
1769,2025-12-03,A,North,retail,27.43,2,54.86
1770,2025-09-15,A,South,retail,23.13,1,23.13
1771,2025-05-01,B,South,retail,16.75,4,67.0
1772,2025-11-10,C,South,retail,13.34,2,26.68
1773,2025-10-04,D,West,retail,5.74,1,5.74
1774,2025-04-20,A,West,retail,26.31,2,52.62
1775,2025-07-01,A,East,retail,25.03,3,75.09
1776,2025-12-23,A,East,retail,20.71,2,41.42
1777,2025-03-05,A,South,retail,53.29,1,53.29
1778,2025-01-09,C,South,retail,7.98,2,15.96
1779,2025-10-08,C,East,retail,15.17,4,60.68
1780,2025-06-05,A,West,retail,37.86,3,113.58
1781,2025-06-18,A,East,business,22.14,3,66.42
1782,2025-11-09,C,South,retail,23.12,2,46.24
1783,2025-12-22,A,West,retail,32.08,1,32.08
1784,2025-07-04,A,South,retail,23.7,1,23.7
1785,2025-07-01,A,North,retail,21.91,1,21.91
1786,2025-05-10,B,East,retail,16.4,4,65.6
1787,2025-12-26,D,East,retail,8.03,1,8.03
1788,2025-07-01,A,West,business,29.17,2,58.34
1789,2025-06-27,A,West,retail,27.55,1,27.55
1790,2025-08-20,C,West,retail,10.53,1,10.53
1791,2025-11-23,B,South,business,11.78,5,58.9
1792,2025-02-26,A,East,retail,45.42,2,90.84
1793,2025-06-02,C,West,retail,9.78,3,29.34
1794,2025-12-19,B,North,retail,15.05,2,30.1
1795,2025-02-20,A,North,business,32.6,6,195.6
1796,2025-08-03,A,North,retail,48.03,1,48.03
1797,2025-04-06,A,North,business,41.31,4,165.24
1798,2025-07-12,B,North,retail,11.11,2,22.22
1799,2025-02-08,A,South,business,25.5,2,51.0
1800,2025-08-07,B,South,retail,16.3,2,32.6
1801,2025-12-14,A,West,business,34.5,4,138.0
1802,2025-09-13,A,East,business,22.01,4,88.04
1803,2025-11-11,B,East,retail,15.64,1,15.64
1804,2025-08-26,C,West,retail,7.6,1,7.6
1805,2025-11-14,C,West,retail,19.56,1,19.56
1806,2025-10-05,C,West,retail,9.26,4,37.04
1807,2025-03-06,C,South,retail,9.82,3,29.46
1808,2025-09-07,A,South,retail,29.02,3,87.06
1809,2025-07-16,A,North,retail,52.3,3,156.9
1810,2025-11-16,A,West,business,41.31,1,41.31
1811,2025-09-01,B,West,business,21.72,3,65.16
1812,2025-10-22,A,West,business,42.53,4,170.12
1813,2025-12-22,A,North,business,37.93,5,189.65
1814,2025-10-17,C,South,retail,11.64,2,23.28
1815,2025-11-12,B,East,business,18.64,4,74.56
1816,2025-04-26,A,South,retail,28.1,1,28.1
1817,2025-07-11,A,West,business,33.44,3,100.32
1818,2025-07-23,C,East,retail,11.48,2,22.96
1819,2025-10-08,B,East,retail,12.21,2,24.42
1820,2025-08-13,C,West,retail,11.15,2,22.3
1821,2025-12-27,B,West,retail,27.68,1,27.68
1822,2025-04-08,C,East,business,11.85,3,35.55
1823,2025-02-27,A,East,retail,32.05,3,96.15
1824,2025-08-08,A,North,retail,33.62,1,33.62
1825,2025-05-01,D,South,business,5.87,4,23.48
1826,2025-09-25,A,North,retail,42.04,5,210.2
1827,2025-08-24,C,East,retail,14.32,1,14.32
1828,2025-05-27,B,East,retail,24.43,2,48.86
1829,2025-01-22,A,South,retail,31.84,1,31.84
1830,2025-01-24,D,North,retail,9.07,2,18.14
1831,2025-02-12,A,North,retail,39.81,2,79.62
1832,2025-12-02,C,North,retail,13.85,2,27.7
1833,2025-10-18,B,East,retail,15.06,6,90.36
1834,2025-08-01,C,West,retail,10.14,1,10.14
1835,2025-12-03,B,East,business,13.29,5,66.45
1836,2025-10-02,B,South,retail,22.35,2,44.7
1837,2025-12-22,C,North,retail,13.54,4,54.16
1838,2025-06-26,D,East,retail,10.43,2,20.86
1839,2025-01-10,A,West,retail,36.54,2,73.08
1840,2025-09-14,A,East,retail,31.7,1,31.7
1841,2025-11-18,C,North,business,13.31,8,106.48
1842,2025-10-19,A,South,retail,32.26,3,96.78
1843,2025-04-25,B,North,retail,13.83,4,55.32
1844,2025-05-27,B,North,retail,11.07,3,33.21
1845,2025-06-07,C,East,retail,13.85,1,13.85
1846,2025-05-05,A,North,business,32.35,3,97.05
1847,2025-11-06,C,North,business,22.59,1,22.59
1848,2025-05-13,C,East,business,7.87,5,39.35
1849,2025-05-17,A,West,retail,43.62,2,87.24
1850,2025-09-02,A,West,retail,39.56,3,118.68
1851,2025-11-18,A,South,business,33.55,4,134.2
1852,2025-07-07,C,East,business,14.26,2,28.52
1853,2025-12-27,A,North,retail,35.07,1,35.07
1854,2025-11-25,D,North,retail,5.79,2,11.58
1855,2025-05-21,A,North,business,42.93,4,171.72
1856,2025-08-20,C,South,retail,7.19,1,7.19
1857,2025-09-17,A,West,business,37.43,2,74.86
1858,2025-08-07,A,East,business,32.65,5,163.25
1859,2025-04-24,A,West,retail,36.55,2,73.1
1860,2025-05-08,B,North,retail,16.01,2,32.02
1861,2025-04-21,A,North,business,40.59,4,162.36
1862,2025-06-11,D,West,retail,7.59,1,7.59
1863,2025-08-16,B,East,business,25.33,5,126.65
1864,2025-08-07,A,North,retail,30.92,4,123.68
1865,2025-08-09,A,North,retail,28.77,1,28.77
1866,2025-04-06,B,East,retail,19.48,2,38.96
1867,2025-08-06,B,West,retail,17.83,1,17.83
1868,2025-02-21,B,North,retail,11.95,3,35.85
1869,2025-10-21,A,South,retail,26.34,1,26.34
1870,2025-03-22,A,West,retail,21.09,2,42.18
1871,2025-11-10,A,North,business,42.98,3,128.94
1872,2025-12-05,A,West,retail,43.81,2,87.62
1873,2025-06-15,A,North,retail,37.26,3,111.78
1874,2025-05-09,A,West,business,32.74,2,65.48
1875,2025-11-08,A,East,retail,20.61,3,61.83
1876,2025-08-04,B,East,business,20.39,6,122.34
1877,2025-04-21,A,North,retail,35.62,1,35.62
1878,2025-11-01,B,East,business,23.32,2,46.64
1879,2025-08-27,A,North,retail,28.67,1,28.67
1880,2025-03-27,A,South,retail,27.54,1,27.54
1881,2025-06-12,C,North,retail,9.04,1,9.04
1882,2025-05-07,C,East,retail,13.94,1,13.94
1883,2025-02-06,A,East,retail,29.83,2,59.66
1884,2025-04-26,B,North,retail,26.96,3,80.88
1885,2025-01-12,A,North,business,33.35,1,33.35
1886,2025-10-22,D,North,retail,11.32,2,22.64
1887,2025-11-26,A,South,business,34.96,1,34.96
1888,2025-04-27,D,South,retail,6.85,2,13.7
1889,2025-02-09,A,North,retail,27.19,2,54.38
1890,2025-11-12,A,South,retail,18.56,2,37.12
1891,2025-06-26,A,West,retail,49.37,2,98.74
1892,2025-06-22,B,West,retail,16.44,2,32.88
1893,2025-07-19,B,North,retail,11.51,1,11.51
1894,2025-09-20,A,North,retail,24.12,1,24.12
1895,2025-11-18,B,North,retail,21.74,1,21.74
1896,2025-11-16,A,South,retail,39.34,1,39.34
1897,2025-09-25,B,North,retail,20.24,3,60.72
1898,2025-07-09,A,South,retail,35.26,3,105.78
1899,2025-12-05,C,South,retail,9.27,1,9.27
1900,2025-08-24,A,West,retail,36.27,2,72.54
1901,2025-06-24,A,West,retail,48.08,4,192.32
1902,2025-01-05,A,South,retail,37.15,1,37.15
1903,2025-06-14,B,West,retail,21.43,1,21.43
1904,2025-07-26,B,North,retail,19.02,1,19.02
1905,2025-07-27,D,North,retail,5.91,1,5.91
1906,2025-12-18,A,East,retail,36.82,1,36.82
1907,2025-07-28,B,North,retail,17.23,1,17.23
1908,2025-12-09,C,North,retail,17.92,1,17.92
1909,2025-06-13,A,North,retail,23.94,6,143.64
1910,2025-03-16,A,West,retail,35.06,3,105.18
1911,2025-11-06,A,West,business,35.99,5,179.95
1912,2025-07-15,A,East,retail,33.0,2,66.0
1913,2025-05-08,C,East,retail,14.49,1,14.49
1914,2025-11-01,C,East,retail,17.23,2,34.46
1915,2025-06-20,A,East,retail,15.2,2,30.4
1916,2025-11-24,B,East,retail,11.63,3,34.89
1917,2025-12-15,C,South,retail,11.87,2,23.74
1918,2025-02-14,C,East,retail,17.29,3,51.87
1919,2025-07-28,A,North,business,44.37,4,177.48
1920,2025-06-05,A,South,retail,40.16,2,80.32
1921,2025-08-21,A,North,retail,35.36,1,35.36
1922,2025-12-17,A,North,retail,42.32,1,42.32
1923,2025-09-19,A,North,retail,30.36,2,60.72
1924,2025-03-04,A,West,retail,43.39,3,130.17
1925,2025-08-10,B,South,retail,31.74,2,63.48
1926,2025-11-24,A,West,business,25.2,3,75.6
1927,2025-09-26,B,South,retail,17.88,3,53.64
1928,2025-10-05,D,South,retail,6.39,1,6.39
1929,2025-08-09,B,North,retail,18.99,1,18.99
1930,2025-03-19,A,South,business,22.5,3,67.5
1931,2025-08-13,A,South,business,25.15,9,226.35
1932,2025-06-01,C,North,retail,7.55,4,30.2
1933,2025-06-08,A,East,business,27.31,1,27.31
1934,2025-04-18,B,North,retail,22.28,2,44.56
1935,2025-05-24,A,North,retail,25.51,1,25.51
1936,2025-09-02,B,West,business,14.22,3,42.66
1937,2025-10-05,A,East,business,20.63,6,123.78
1938,2025-10-14,A,East,retail,28.52,2,57.04
1939,2025-06-08,A,West,retail,30.92,3,92.76
1940,2025-08-13,C,North,business,14.22,4,56.88
1941,2025-12-26,A,North,retail,45.53,2,91.06
1942,2025-12-18,A,East,retail,36.17,1,36.17
1943,2025-05-05,B,North,retail,31.55,2,63.1
1944,2025-03-10,A,West,business,35.35,3,106.05
1945,2025-06-16,A,South,retail,17.41,2,34.82
1946,2025-04-25,A,South,retail,30.33,1,30.33
1947,2025-06-21,C,East,business,19.79,2,39.58
1948,2025-05-25,B,South,business,17.42,9,156.78
1949,2025-07-28,A,East,retail,17.15,1,17.15
1950,2025-11-02,D,West,business,9.71,1,9.71
1951,2025-12-24,A,West,retail,28.13,1,28.13
1952,2025-05-04,C,West,business,19.01,4,76.04
1953,2025-06-14,C,West,retail,21.1,2,42.2
1954,2025-04-15,A,South,retail,28.43,2,56.86
1955,2025-08-02,A,North,retail,28.85,1,28.85
1956,2025-10-20,A,South,retail,28.81,5,144.05
1957,2025-06-09,C,South,retail,10.31,3,30.93
1958,2025-07-24,A,North,retail,25.09,1,25.09
1959,2025-07-15,C,North,retail,18.48,4,73.92
1960,2025-06-12,A,North,retail,29.63,3,88.89
1961,2025-04-06,A,South,retail,28.96,5,144.8
1962,2025-12-16,A,West,retail,41.59,1,41.59
1963,2025-03-07,C,East,retail,9.19,3,27.57
1964,2025-08-23,A,South,retail,27.58,3,82.74
1965,2025-06-21,A,South,retail,31.1,1,31.1
1966,2025-09-28,C,South,retail,12.05,1,12.05
1967,2025-02-02,C,East,retail,21.05,4,84.2
1968,2025-09-08,B,South,retail,14.0,1,14.0
1969,2025-02-15,A,South,retail,23.13,2,46.26
1970,2025-01-09,C,North,retail,11.68,1,11.68
1971,2025-02-20,A,East,retail,30.7,4,122.8
1972,2025-12-11,A,North,retail,26.68,3,80.04
1973,2025-04-12,C,North,retail,10.59,1,10.59
1974,2025-02-21,A,North,retail,27.13,3,81.39
1975,2025-12-12,B,South,retail,14.94,3,44.82
1976,2025-07-07,A,North,business,31.05,5,155.25
1977,2025-08-20,A,North,retail,36.91,1,36.91
1978,2025-09-09,A,South,retail,32.94,1,32.94
1979,2025-05-21,B,East,retail,24.8,4,99.2
1980,2025-04-23,B,South,retail,18.75,2,37.5
1981,2025-07-18,C,West,retail,9.24,2,18.48
1982,2025-04-26,C,East,retail,12.8,2,25.6
1983,2025-02-22,B,North,retail,16.62,1,16.62
1984,2025-12-04,A,West,retail,38.21,3,114.63
1985,2025-09-19,C,South,retail,10.61,4,42.44
1986,2025-09-15,A,West,retail,41.32,1,41.32
1987,2025-07-07,A,South,retail,26.36,3,79.08
1988,2025-12-09,A,East,retail,31.01,2,62.02
1989,2025-12-07,B,East,retail,15.42,6,92.52
1990,2025-03-02,A,North,retail,48.08,1,48.08
1991,2025-02-10,B,North,retail,13.15,2,26.3
1992,2025-12-12,B,West,business,22.68,2,45.36
1993,2025-12-07,C,North,business,11.14,3,33.42
1994,2025-02-25,A,North,business,34.51,5,172.55
1995,2025-11-09,A,North,retail,30.36,3,91.08
1996,2025-10-16,A,West,business,28.47,3,85.41
1997,2025-06-07,D,North,retail,7.67,2,15.34
1998,2025-06-21,B,North,retail,14.55,1,14.55
1999,2025-09-05,A,West,retail,28.54,1,28.54
2000,2025-01-11,A,South,retail,30.45,2,60.9
2001,2025-04-03,A,North,business,52.73,2,105.46
2002,2025-09-02,C,South,retail,11.27,4,45.08
2003,2025-07-06,A,South,business,30.89,1,30.89
2004,2025-09-18,B,West,retail,12.74,2,25.48
2005,2025-11-15,A,South,retail,38.35,3,115.05
2006,2025-11-23,C,North,retail,15.12,1,15.12
2007,2025-08-14,C,South,retail,21.02,2,42.04
2008,2025-04-13,A,South,retail,46.83,1,46.83
2009,2025-03-08,A,North,retail,42.91,1,42.91
2010,2025-07-05,A,North,retail,43.28,2,86.56
2011,2025-07-22,B,West,retail,28.58,3,85.74
2012,2025-12-09,B,East,retail,22.12,1,22.12
2013,2025-03-11,C,West,business,11.54,2,23.08
2014,2025-02-09,A,South,retail,27.26,1,27.26
2015,2025-09-23,A,East,business,38.15,3,114.45
2016,2025-12-14,B,East,retail,20.15,2,40.3
2017,2025-02-15,A,East,retail,21.91,2,43.82
2018,2025-02-09,C,South,retail,15.49,2,30.98
2019,2025-02-23,B,West,retail,17.86,4,71.44
2020,2025-11-16,A,West,business,39.22,6,235.32
2021,2025-11-24,C,East,retail,15.18,1,15.18
2022,2025-11-26,A,South,retail,25.23,2,50.46
2023,2025-12-06,A,West,business,33.76,3,101.28
2024,2025-12-26,B,North,business,23.37,3,70.11
2025,2025-11-06,C,East,business,18.32,2,36.64
2026,2025-11-27,B,South,retail,16.58,1,16.58
2027,2025-11-12,B,North,retail,32.65,2,65.3
2028,2025-04-14,A,South,retail,31.28,2,62.56
2029,2025-07-07,C,East,retail,10.71,2,21.42
2030,2025-09-27,C,East,retail,13.12,3,39.36
2031,2025-11-08,A,South,retail,33.31,3,99.93
2032,2025-05-12,C,North,retail,11.37,1,11.37
2033,2025-04-22,B,West,retail,19.81,4,79.24
2034,2025-06-08,A,North,retail,22.94,6,137.64
2035,2025-11-14,C,East,retail,12.84,4,51.36
2036,2025-05-24,B,South,retail,19.33,4,77.32
2037,2025-04-27,C,South,business,18.12,7,126.84
2038,2025-08-15,C,West,retail,10.7,1,10.7
2039,2025-05-06,B,South,retail,15.24,2,30.48
2040,2025-04-05,A,West,retail,23.08,2,46.16
2041,2025-03-13,C,North,retail,15.98,3,47.94
2042,2025-12-28,B,West,business,28.57,5,142.85
2043,2025-09-20,B,South,retail,19.63,1,19.63
2044,2025-08-23,A,North,retail,40.08,2,80.16
2045,2025-09-24,B,East,business,22.1,4,88.4
2046,2025-10-02,A,West,retail,29.79,3,89.37
2047,2025-02-27,A,West,business,27.32,3,81.96
2048,2025-12-27,B,North,retail,27.69,2,55.38
2049,2025-12-23,C,South,retail,19.48,1,19.48
2050,2025-09-27,B,North,retail,12.54,3,37.62
2051,2025-04-17,B,North,business,14.0,5,70.0
2052,2025-06-23,C,South,retail,13.71,2,27.42
2053,2025-07-07,A,East,business,21.98,5,109.9
2054,2025-12-27,B,South,retail,13.66,3,40.98
2055,2025-03-12,A,North,retail,29.15,4,116.6
2056,2025-07-17,A,South,retail,29.91,2,59.82
2057,2025-01-05,B,North,retail,19.15,2,38.3
2058,2025-12-04,A,West,business,34.54,3,103.62
2059,2025-06-17,A,South,retail,45.31,1,45.31
2060,2025-05-18,B,East,business,26.26,5,131.3
2061,2025-08-09,A,West,retail,24.53,2,49.06
2062,2025-08-20,A,North,retail,31.78,1,31.78
2063,2025-02-15,B,West,retail,18.74,3,56.22
2064,2025-05-09,A,East,retail,27.36,2,54.72
2065,2025-08-07,A,East,retail,18.28,1,18.28
2066,2025-09-11,A,West,business,48.85,6,293.1
2067,2025-10-15,A,North,business,40.48,4,161.92
2068,2025-11-23,A,West,retail,38.29,1,38.29
2069,2025-10-17,A,West,retail,44.46,2,88.92
2070,2025-10-11,C,East,retail,12.43,2,24.86
2071,2025-08-12,A,South,retail,47.89,4,191.56
2072,2025-04-25,A,West,business,49.33,3,147.99
2073,2025-11-09,A,West,retail,32.59,1,32.59
2074,2025-01-06,B,North,business,24.6,7,172.2
2075,2025-12-01,A,South,retail,32.84,3,98.52
2076,2025-11-15,A,North,retail,41.63,2,83.26
2077,2025-12-15,B,West,retail,22.39,3,67.17
2078,2025-10-16,C,South,retail,10.99,1,10.99
2079,2025-06-05,A,West,retail,22.63,5,113.15
2080,2025-02-21,C,North,retail,13.04,3,39.12
2081,2025-03-12,C,West,business,15.4,3,46.2
2082,2025-04-09,A,North,retail,26.93,2,53.86
2083,2025-06-04,B,West,retail,10.46,7,73.22
2084,2025-11-27,A,North,retail,30.73,2,61.46
2085,2025-07-03,A,South,retail,28.37,3,85.11
2086,2025-11-11,A,West,retail,43.85,2,87.7
2087,2025-03-28,A,North,business,24.49,2,48.98
2088,2025-05-28,A,West,business,31.38,5,156.9
2089,2025-08-14,D,West,retail,4.81,3,14.43
2090,2025-02-17,A,North,retail,26.35,2,52.7
2091,2025-03-26,B,North,business,15.83,3,47.49
2092,2025-10-22,D,West,retail,5.27,3,15.81
2093,2025-06-10,A,West,retail,34.26,1,34.26
2094,2025-10-13,C,East,retail,14.37,2,28.74
2095,2025-06-23,A,East,retail,44.59,3,133.77
2096,2025-11-03,B,North,retail,26.42,3,79.26
2097,2025-07-09,A,North,retail,27.98,2,55.96
2098,2025-08-05,C,East,retail,11.87,2,23.74
2099,2025-01-11,A,South,retail,33.39,4,133.56
2100,2025-08-14,C,North,business,10.29,3,30.87
2101,2025-01-08,A,North,retail,26.28,1,26.28
2102,2025-07-10,C,West,retail,10.35,3,31.05
2103,2025-06-19,C,West,retail,8.2,1,8.2
2104,2025-11-21,C,West,business,17.28,3,51.84
2105,2025-08-17,C,West,retail,12.16,3,36.48
2106,2025-06-13,A,South,retail,38.04,2,76.08
2107,2025-12-21,A,South,business,41.03,4,164.12
2108,2025-12-19,A,South,retail,28.48,2,56.96
2109,2025-11-17,A,East,retail,45.34,3,136.02
2110,2025-02-07,C,East,retail,14.7,4,58.8
2111,2025-12-22,B,South,retail,21.63,2,43.26
2112,2025-01-07,C,South,retail,12.01,2,24.02
2113,2025-12-21,A,West,business,32.69,3,98.07
2114,2025-03-28,A,West,retail,18.92,1,18.92
2115,2025-11-08,B,West,retail,21.16,1,21.16
2116,2025-08-13,B,West,retail,18.51,1,18.51
2117,2025-12-19,A,North,business,47.87,5,239.35
2118,2025-03-06,A,North,retail,32.3,2,64.6
2119,2025-08-23,A,North,retail,24.1,3,72.3
2120,2025-04-19,B,North,retail,25.58,2,51.16
2121,2025-10-02,A,East,retail,28.23,1,28.23
2122,2025-09-11,C,North,business,12.63,5,63.15
2123,2025-04-17,D,North,retail,8.22,2,16.44
2124,2025-12-21,A,East,retail,38.49,1,38.49
2125,2025-10-12,D,North,retail,8.23,1,8.23
2126,2025-06-11,D,North,retail,7.51,3,22.53
2127,2025-11-11,A,West,business,57.69,7,403.83
2128,2025-12-04,B,South,retail,18.6,2,37.2
2129,2025-04-07,A,North,retail,22.55,4,90.2
2130,2025-11-03,B,East,retail,20.74,2,41.48
2131,2025-11-24,C,West,retail,12.16,2,24.32
2132,2025-09-13,A,North,retail,32.41,2,64.82
2133,2025-01-07,A,East,retail,37.12,1,37.12
2134,2025-01-22,A,West,business,42.5,5,212.5
2135,2025-06-17,A,South,retail,30.99,2,61.98
2136,2025-08-08,B,West,retail,17.99,2,35.98
2137,2025-12-09,A,South,retail,32.02,4,128.08
2138,2025-12-06,B,East,retail,18.68,3,56.04
2139,2025-08-21,A,East,retail,21.91,2,43.82
2140,2025-06-23,C,East,retail,14.32,1,14.32
2141,2025-02-17,A,North,retail,42.59,2,85.18
2142,2025-02-25,C,East,business,10.67,4,42.68
2143,2025-12-09,A,West,retail,29.26,2,58.52
2144,2025-12-01,D,East,retail,8.28,3,24.84
2145,2025-09-21,A,North,retail,28.92,3,86.76
2146,2025-12-26,A,North,retail,45.54,3,136.62
2147,2025-10-14,B,North,retail,22.13,2,44.26
2148,2025-12-14,A,West,retail,37.4,3,112.2
2149,2025-12-02,A,South,retail,40.68,1,40.68
2150,2025-11-03,A,North,retail,43.24,3,129.72
2151,2025-06-24,A,North,retail,22.61,3,67.83
2152,2025-12-09,D,North,retail,9.24,2,18.48
2153,2025-05-23,A,South,retail,19.4,1,19.4
2154,2025-12-16,C,North,business,19.82,3,59.46
2155,2025-01-17,A,West,business,30.24,5,151.2
2156,2025-09-26,A,East,business,17.42,7,121.94
2157,2025-08-05,C,East,retail,10.21,5,51.05
2158,2025-09-08,C,West,retail,12.19,2,24.38
2159,2025-11-09,A,West,retail,26.28,3,78.84
2160,2025-09-17,A,North,retail,31.33,1,31.33
2161,2025-10-12,B,East,retail,23.1,2,46.2
2162,2025-07-09,B,South,retail,19.69,1,19.69
2163,2025-03-23,A,North,retail,36.82,4,147.28
2164,2025-10-22,A,West,business,28.51,2,57.02
2165,2025-07-08,B,South,retail,8.72,1,8.72
2166,2025-11-28,A,North,retail,50.87,2,101.74
2167,2025-12-19,B,North,business,21.74,4,86.96
2168,2025-12-18,B,South,business,19.82,3,59.46
2169,2025-09-10,A,North,retail,38.8,1,38.8
2170,2025-11-05,B,South,retail,29.16,1,29.16
2171,2025-12-14,D,West,retail,6.77,1,6.77
2172,2025-11-05,A,East,retail,30.87,2,61.74
2173,2025-06-16,C,East,retail,12.9,3,38.7
2174,2025-08-25,A,North,retail,25.36,2,50.72
2175,2025-08-08,B,North,retail,19.27,1,19.27
2176,2025-05-09,A,East,retail,42.98,5,214.9
2177,2025-10-22,A,South,retail,25.47,3,76.41
2178,2025-08-20,C,North,retail,10.15,2,20.3
2179,2025-06-16,A,West,retail,29.12,1,29.12
2180,2025-07-27,C,South,retail,9.64,2,19.28
2181,2025-08-03,A,North,retail,35.64,2,71.28
2182,2025-10-14,A,South,business,47.07,6,282.42
2183,2025-07-03,D,North,retail,7.64,3,22.92
2184,2025-02-22,A,West,business,30.72,2,61.44
2185,2025-10-24,D,West,retail,6.68,2,13.36
2186,2025-03-02,A,West,retail,23.87,1,23.87
2187,2025-11-24,A,South,retail,34.2,2,68.4
2188,2025-05-12,B,West,retail,15.86,1,15.86
2189,2025-11-14,A,North,retail,59.87,1,59.87
2190,2025-03-17,C,West,retail,9.55,2,19.1
2191,2025-03-04,B,East,retail,20.5,2,41.0
2192,2025-03-01,C,North,retail,12.36,2,24.72
2193,2025-12-24,A,East,retail,45.01,3,135.03
2194,2025-11-11,C,West,retail,15.09,2,30.18
2195,2025-05-08,A,East,retail,37.85,2,75.7
2196,2025-07-15,A,East,business,26.57,5,132.85
2197,2025-10-11,A,South,retail,28.97,2,57.94
2198,2025-12-16,C,West,retail,17.54,5,87.7
2199,2025-11-06,D,South,retail,12.74,1,12.74
2200,2025-12-15,C,East,retail,12.84,2,25.68
2201,2025-04-21,C,West,business,7.81,5,39.05
2202,2025-10-22,A,West,retail,51.64,2,103.28
2203,2025-05-17,C,North,retail,10.44,4,41.76
2204,2025-12-09,A,North,business,54.24,4,216.96
2205,2025-01-15,B,East,retail,21.03,2,42.06
2206,2025-07-06,A,South,retail,38.13,3,114.39
2207,2025-04-27,A,West,business,26.43,2,52.86
2208,2025-05-16,A,North,retail,34.63,2,69.26
2209,2025-01-06,B,West,retail,10.35,3,31.05
2210,2025-03-05,B,North,business,25.13,2,50.26
2211,2025-03-22,B,East,business,22.37,3,67.11
2212,2025-08-13,A,South,business,37.82,3,113.46
2213,2025-02-23,D,North,retail,9.03,3,27.09
2214,2025-07-12,B,North,business,16.59,4,66.36
2215,2025-04-08,A,North,retail,35.01,3,105.03
2216,2025-09-20,A,South,retail,38.42,1,38.42
2217,2025-07-16,A,North,retail,26.58,4,106.32
2218,2025-09-20,A,North,retail,41.34,3,124.02
2219,2025-01-18,D,North,business,4.53,5,22.65
2220,2025-12-24,B,South,retail,26.08,2,52.16
2221,2025-06-24,A,South,business,33.41,2,66.82
2222,2025-11-11,A,South,business,30.91,3,92.73
2223,2025-07-24,D,North,retail,11.39,2,22.78
2224,2025-09-26,A,North,retail,19.6,3,58.8
2225,2025-08-06,B,South,business,15.48,3,46.44
2226,2025-06-03,C,West,retail,10.89,2,21.78
2227,2025-04-12,A,East,retail,25.17,3,75.51
2228,2025-07-10,A,West,business,36.25,5,181.25
2229,2025-07-28,C,North,business,12.76,3,38.28
2230,2025-06-20,C,North,business,16.4,3,49.2
2231,2025-08-17,B,South,retail,23.21,2,46.42
2232,2025-11-12,C,West,retail,14.99,2,29.98
2233,2025-09-20,A,East,retail,52.07,2,104.14
2234,2025-02-02,D,West,retail,5.08,4,20.32
2235,2025-07-02,A,North,business,32.84,5,164.2
2236,2025-12-25,A,North,retail,23.82,1,23.82
